provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,Accepted Overhang?,miRDeep2_score,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35853,0.9709443099273608,9,-21.3,1,2,True,437.7,861,802,0,59,no,False,21,False,20,59,Confident
GWHACBE00000174_OriSeqID=ctg1812_Len=102250_41212,0.3271889400921659,31,-36.6,1,2,True,420.7,823,767,0,56,yes,False,21,True,22,47,falsepositive
GWHACBE00001477_OriSeqID=ctg4072_Len=41171_44203,0.3271889400921659,31,-36.6,1,2,True,420.7,823,767,0,56,yes,False,21,True,22,47,falsepositive
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_39310,0.8089887640449438,19,-14.2,2,0,False,404.5,801,699,0,102,no,False,22,True,20,60,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_31340,0.7327365728900256,12,-17.5,3,3,True,397.8,782,627,0,155,no,False,22,True,22,57,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28983,0.7327365728900256,12,-17.5,3,3,True,397.7,782,627,0,155,no,False,22,True,22,57,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28875,0.5796915167095116,18,-19.3,2,1,True,394.9,778,771,0,7,no,False,23,True,22,64,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3244,0.9508408796895214,9,-19.0,2,1,True,393.1,773,763,0,10,no,False,22,True,21,59,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4400,0.8897742363877822,16,-22.7,2,2,True,382.9,753,687,0,66,no,False,23,True,23,59,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_9279,0.4890710382513661,21,-25.9,2,3,True,371.1,729,724,0,5,no,False,22,True,23,58,falsepositive
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20358,0.8424015009380863,19,-27.7,2,4,False,355.6,698,533,0,165,no,False,23,False,21,60,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19647,0.8320251177394035,16,-38.0,1,2,True,353.3,694,637,0,57,no,False,22,True,21,62,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13103,0.6550724637681159,12,-19.0,2,1,True,349.9,690,614,0,76,no,False,23,True,22,60,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33585,0.5021707670043415,16,-27.0,2,1,True,349.8,686,668,0,18,no,False,22,False,21,63,Candidate
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_38047,0.7807407407407407,22,-42.0,2,1,True,344.0,675,543,0,132,no,False,22,True,21,57,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15509,0.924087591,15,-18.3,5,3,False,341.7,673,666,0,7,no,False,23,True,24,65,Candidate
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28034,0.9411764705882352,20,-29.9,1,2,True,341.2,670,629,0,41,no,False,22,True,21,55,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_34694,0.2072072072072072,33,-47.1,2,2,True,339.8,666,281,0,385,no,False,22,False,22,61,Candidate
GWHACBE00003614_OriSeqID=ctg666_Len=306433_46430,0.997584541,13,-20.2,2,1,True,331.8,651,414,0,237,yes,False,22,True,23,62,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17954,0.89376054,14,-34.3,1,2,True,330.8,650,593,0,57,no,False,22,True,21,62,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13907,0.9860031104199068,5,-25.0,2,2,True,326.9,643,634,0,9,no,False,22,True,22,57,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_16233,0.4020100502512563,17,-11.5,2,1,True,326.5,656,597,0,59,no,False,23,True,23,63,falsepositive
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13100,1.0,13,-23.1,2,1,True,325.9,641,599,0,42,no,False,21,True,22,60,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19664,0.7662721893491125,23,-23.3,3,4,False,323.1,643,628,0,15,no,False,22,True,22,58,falsepositive
GWHACBE00001774_OriSeqID=ctg4455_Len=37631_44700,0.8950819672131147,23,-21.2,3,2,True,321.1,632,590,0,42,yes,False,24,False,23,64,Candidate
GWHACBE00001774_OriSeqID=ctg4455_Len=37631_44704,0.8950819672131147,23,-21.2,3,2,True,317.3,632,590,0,42,no,False,24,False,23,64,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33378,0.956896552,14,-12.2,3,1,True,297.4,589,578,0,11,no,False,22,False,24,64,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5957,0.5028790786948176,26,-33.8,4,3,False,297.2,585,521,0,64,no,False,22,True,23,61,falsepositive
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_30634,0.8863636363636364,12,-21.1,3,4,False,290.5,572,554,0,18,no,False,21,True,24,58,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_8117,0.2883333333333333,25,-36.6,1,2,True,282.5,555,499,0,56,no,False,21,True,22,47,falsepositive
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28590,0.944214876,10,-26.5,3,3,True,277.8,547,484,0,63,no,False,22,True,22,60,Candidate
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23620,0.7475149105367793,16,-30.4,0,2,False,274.1,539,503,0,36,no,False,23,False,21,60,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4258,0.3555956678700361,21,-13.7,2,3,True,273.3,539,260,0,279,no,False,22,True,23,63,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_34174,0.946236559,10,-6.4,9,3,False,273.0,567,558,0,9,no,False,19,True,23,58,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5378,0.7411545623836127,14,-24.0,2,3,True,272.8,537,523,0,14,no,False,22,True,23,59,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15406,0.8822429906542056,14,-20.7,3,1,True,270.7,535,508,0,27,no,False,22,True,20,57,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27449,1.0,14,-25.1,2,2,True,268.8,530,204,0,326,no,False,23,True,22,60,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_24631,1.0,13,-23.0,1,2,True,267.5,526,490,0,36,no,False,25,True,21,57,Candidate
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37649,1.0,13,-24.4,1,2,True,264.9,521,480,0,41,no,False,25,True,21,57,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_990,0.9298597194388778,12,-31.6,2,2,True,260.9,513,499,0,14,no,False,22,True,22,66,falsepositive
GWHACBE00002909_OriSeqID=ctg5821_Len=23292_46103,0.8968253968253969,13,-47.0,2,1,True,260.3,507,252,0,255,yes,False,21,True,22,57,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_34988,0.7827788649706457,13,-19.0,2,4,False,259.6,511,498,0,13,no,False,22,False,26,62,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4342,0.5521821631878557,14,-38.8,1,1,True,258.8,508,446,0,62,no,False,22,False,22,60,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19335,0.5287356321839081,16,-40.0,2,2,True,255.4,501,435,0,66,no,False,22,True,22,60,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17367,0.9075975359342916,8,-16.7,5,5,False,247.6,487,442,0,45,no,False,22,False,22,59,falsepositive
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26352,0.973741794,8,-47.3,2,2,True,242.9,476,445,0,31,no,False,22,True,22,71,Candidate
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_30585,0.8183760683760684,7,-25.1,2,1,True,237.5,468,388,0,80,no,False,21,False,21,58,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17660,0.6368421052631579,14,-30.4,2,1,True,218.7,430,380,0,50,no,False,21,False,22,59,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33870,0.7095343680709535,15,-11.8,2,0,False,215.5,429,325,0,104,no,False,20,True,19,54,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35344,0.5881006864988558,14,-23.2,2,2,True,209.5,412,322,0,90,no,False,22,True,21,57,falsepositive
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28174,1.0,9,-10.0,2,2,True,206.6,411,269,0,142,no,False,23,True,22,58,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_9482,0.2562814070351759,21,-38.1,1,1,True,202.7,398,141,0,257,no,False,22,True,20,49,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12300,0.6181384248210023,12,-25.6,1,1,True,201.7,399,383,0,16,no,False,21,True,22,67,falsepositive
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_22300,0.9945945945945946,11,-35.1,2,2,True,197.9,389,370,0,19,no,False,22,True,22,51,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3816,0.789873418,12,-28.4,2,2,True,197.0,387,312,0,75,no,False,22,True,22,56,Candidate
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23356,0.6519607843137255,16,-28.5,3,3,True,193.0,379,309,0,70,no,False,22,False,22,61,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15155,1.0,15,-20.8,1,5,False,191.7,378,185,0,193,no,False,24,True,19,61,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12563,0.2749326145552561,19,-38.1,1,1,True,189.0,371,141,0,230,no,False,22,True,20,49,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_32989,0.717391304,8,-26.0,2,1,True,187.0,368,276,0,92,no,False,22,False,21,57,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14379,0.8690176322418136,13,-4.1,15,16,False,186.5,390,356,0,34,no,False,18,True,19,37,falsepositive
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14841,0.8230088495575221,10,-24.8,1,3,True,175.5,346,339,0,7,no,False,23,False,21,62,falsepositive
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27822,0.7471264367816092,15,-31.1,2,2,True,167.1,330,314,0,16,no,False,21,True,21,57,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5750,0.9316239316239316,12,-6.8,2,1,True,166.7,345,334,0,11,no,False,20,True,18,42,falsepositive
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15615,0.435820896,15,-17.6,3,1,True,166.0,327,146,0,181,no,False,23,False,22,62,Candidate
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_29874,0.8608695652173913,11,-4.2,3,3,True,159.7,350,342,0,8,no,False,19,True,21,47,falsepositive
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27604,0.8580246913580247,8,-36.9,2,2,True,158.8,312,278,0,34,no,False,22,True,22,62,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26291,0.8910256410256411,7,-37.9,2,2,True,158.8,312,278,0,34,no,False,22,True,22,62,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15489,1.0,6,-19.5,2,1,True,158.2,315,278,0,37,no,False,21,True,21,59,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3357,0.9087591240875912,9,-19.9,5,2,False,157.6,313,274,0,39,no,False,22,False,25,74,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5445,0.968847352,10,-19.6,2,1,True,156.8,321,287,7,27,no,False,18,True,19,72,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33946,0.7957446808510639,11,-51.7,2,2,True,156.6,308,235,0,73,no,False,22,True,22,62,Candidate
GWHACBE00000033_OriSeqID=ctg1190_Len=208536_40582,1.0,15,-36.2,2,1,True,155.0,301,166,0,135,yes,False,21,True,22,57,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27048,0.6677631578947368,12,-35.1,2,3,True,154.6,304,296,0,8,no,False,20,True,21,47,falsepositive
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37551,0.4465116279069767,18,-39.1,3,3,True,150.7,297,198,0,99,no,False,22,True,22,53,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_25890,1.0,6,-18.8,0,2,False,145.4,291,279,0,12,no,False,23,True,20,62,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4203,0.9958333333333332,12,-15.8,2,3,True,139.7,279,240,0,39,no,False,23,False,22,62,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28710,0.9392265193370166,11,-25.9,1,0,False,139.0,273,181,0,92,no,False,23,False,23,62,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3895,0.9357429718875502,8,-27.5,3,2,True,132.7,261,249,0,12,no,False,22,True,23,60,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13101,0.4132841328413284,10,-20.8,2,0,False,131.3,260,158,0,102,no,False,22,False,20,60,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18359,0.9606299212598424,8,-25.2,3,3,True,131.3,259,254,0,5,no,False,22,False,22,65,falsepositive
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15398,0.4518518518518518,13,-29.2,1,2,True,126.8,252,154,77,21,no,False,25,False,21,85,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35187,0.7155963302752294,12,-31.2,4,2,False,125.9,248,218,0,30,no,False,20,True,22,73,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11356,0.7451737451737451,10,-31.7,0,1,False,125.4,247,204,0,43,no,False,22,True,21,61,Candidate
GWHACBE00001445_OriSeqID=ctg4032_Len=41260_44168,0.9836734693877552,4,-19.6,2,4,False,125.2,245,241,0,4,yes,False,24,True,23,63,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_1381,0.8629032258064516,10,-23.7,2,3,True,125.2,248,221,0,27,no,False,22,True,23,61,Candidate
GWHACBE00000174_OriSeqID=ctg1812_Len=102250_41209,0.6467065868263473,11,-26.9,2,1,True,125.0,243,167,0,76,yes,False,22,True,23,60,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4260,0.6610169491525424,4,-17.8,2,2,True,118.3,236,163,0,73,no,False,22,False,23,65,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15900,0.5251141552511416,11,-25.4,1,1,True,114.4,219,150,0,69,no,True,25,False,23,65,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_8142,0.916256158,6,-27.3,2,2,True,109.4,220,203,6,11,no,False,22,True,22,90,falsepositive
GWHACBE00001183_OriSeqID=ctg3670_Len=45909_43606,0.7536231884057971,9,-24.2,1,2,True,108.5,212,138,0,74,yes,False,22,True,21,59,Candidate
GWHACBE00000033_OriSeqID=ctg1190_Len=208536_40584,0.5942028985507246,12,-43.6,2,1,True,107.3,207,193,0,14,yes,False,22,True,21,57,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3473,0.7536231884057971,9,-24.2,1,2,True,106.9,212,138,0,74,no,False,22,True,21,59,Candidate
GWHACBE00001848_OriSeqID=ctg4546_Len=35801_44817,0.7289377289377289,11,-6.6,1,1,True,104.3,283,273,0,10,no,False,19,True,19,59,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4196,0.8985507246376812,9,-20.2,3,3,True,100.7,200,191,0,9,no,False,22,True,22,59,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_479,0.4532019704433497,9,-26.1,3,2,True,100.6,200,92,0,108,no,False,22,True,21,72,falsepositive
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_16700,1.0,4,-15.7,1,1,True,100.4,199,193,0,6,no,False,24,True,23,58,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_10481,0.6097560975609756,11,-8.2,0,0,False,100.4,214,205,0,9,no,False,20,True,21,54,falsepositive
GWHACBE00001183_OriSeqID=ctg3670_Len=45909_43610,0.764367816,7,-16.3,0,2,False,98.9,196,174,0,22,yes,False,22,True,20,57,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3469,0.764367816,7,-16.3,0,2,False,98.1,196,174,0,22,no,False,22,True,20,57,Candidate
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21152,0.6492146596858639,12,-34.5,1,2,True,97.2,191,161,0,30,no,False,21,False,22,54,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_34920,0.8829787234042553,9,-22.9,2,0,False,94.6,188,166,0,22,no,False,22,True,22,61,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19033,0.8022598870056498,13,-20.4,2,1,True,93.7,193,177,0,16,no,False,22,True,23,57,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14984,0.6906077348066298,4,-40.1,2,2,True,92.5,181,140,0,41,no,False,22,False,22,61,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_773,0.5858585858585859,23,-19.6,2,5,False,92.4,186,180,0,6,no,False,24,True,21,61,falsepositive
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_27993,0.7914438502673797,8,-38.3,2,1,True,90.7,178,161,0,17,no,False,21,False,20,51,Candidate
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_30262,0.7668393782383419,8,-37.8,2,1,True,90.7,178,161,0,17,no,False,21,False,20,51,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18591,0.4077669902912621,11,-20.8,0,1,False,90.1,178,103,0,75,no,False,25,True,22,63,falsepositive
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_39317,0.51,7,-36.3,3,2,True,89.8,177,100,0,77,no,False,22,False,22,73,Candidate
GWHACBE00001589_OriSeqID=ctg4221_Len=39987_44342,0.7682926829268293,10,-19.3,3,2,True,88.5,173,82,0,91,yes,False,23,True,23,62,Candidate
GWHACBE00001714_OriSeqID=ctg4377_Len=39063_44627,1.0,5,-30.7,1,1,True,88.2,172,165,0,7,yes,False,22,False,22,62,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17397,0.9042553191489362,8,-29.9,4,6,False,87.4,174,170,0,4,no,False,19,True,21,77,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35185,1.0,5,-30.7,1,1,True,86.6,172,165,0,7,no,False,22,False,22,62,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_2985,1.0,6,-35.4,1,3,True,83.5,165,129,0,36,no,False,22,True,20,56,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_34580,0.7217391304347827,7,-28.3,1,1,True,83.3,167,115,0,52,no,False,22,True,22,58,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26847,1.0,6,-18.1,0,0,False,80.7,163,150,0,13,no,False,21,True,20,60,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17351,0.6242774566473989,8,-35.5,1,2,True,80.6,159,119,0,40,no,False,21,True,23,61,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_34740,0.3289473684210526,15,-43.2,1,1,True,77.5,152,71,0,81,no,False,21,False,21,55,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_487,0.5424836601307189,7,-32.0,2,2,True,77.2,153,102,0,51,no,False,22,True,22,58,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18520,0.6623376623376623,5,-14.4,2,3,True,77.0,154,146,0,8,no,False,20,True,22,58,falsepositive
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26860,0.3619631901840491,12,-22.7,2,1,True,76.7,154,97,0,57,no,False,22,True,22,60,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14835,0.7333333333333333,5,-23.1,2,1,True,76.4,152,135,0,17,no,False,21,True,22,56,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11425,1.0,5,-19.0,3,3,True,75.6,151,131,0,20,no,False,22,False,24,61,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11429,1.0,5,-19.0,3,3,True,75.5,151,131,0,20,no,False,22,False,24,61,Candidate
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21492,1.0,8,-26.8,0,2,False,75.0,149,73,0,76,no,False,22,True,20,55,Candidate
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_24218,0.695364238,10,-10.8,3,5,False,73.1,148,105,0,43,no,False,20,True,23,73,falsepositive
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27124,0.5684931506849316,5,-14.0,2,1,True,72.2,146,83,0,63,no,False,22,True,22,61,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_8975,0.2746478873239437,7,-33.1,1,3,True,72.0,142,135,0,7,no,False,23,False,24,58,falsepositive
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_12870,0.2985074626865671,7,-37.2,2,2,True,68.6,134,40,0,94,no,False,23,True,23,59,Candidate
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_22763,0.7481481481481481,6,-19.4,2,0,False,66.4,135,101,0,34,no,False,22,True,20,58,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17355,0.900763359,3,-23.7,1,0,False,66.3,131,118,0,13,no,False,22,True,20,62,falsepositive
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17500,0.8793103448275862,8,-39.7,2,2,True,63.2,124,58,0,66,no,False,22,True,22,60,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35139,1.0,6,-11.1,4,3,False,62.6,139,112,0,27,no,False,23,True,26,65,Candidate
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20564,1.0,7,-23.3,3,2,True,62.4,124,103,0,21,no,False,23,True,23,66,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35136,0.7603305785123967,9,-34.7,3,1,True,61.9,121,112,0,9,no,False,22,True,20,64,Candidate
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36113,0.8512396694214877,6,-23.1,3,5,False,61.5,121,115,0,6,no,False,20,True,22,54,falsepositive
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_16992,0.5663716814159292,6,-36.4,1,2,True,60.7,120,113,0,7,no,False,22,True,21,62,Candidate
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_39743,0.7011494252873564,9,-27.4,3,2,True,60.0,119,87,0,32,no,False,22,True,21,66,falsepositive
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21223,0.5739130434782609,7,-25.1,2,5,False,57.9,117,115,0,2,no,False,22,True,19,46,falsepositive
